Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=233605245.16, median=25662850.49, threshold=40514009.77, corrected=-21058198.54
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=108427292.68, median=25662850.49, threshold=40514009.77, corrected=-14851159.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 1: deviation=304920400.39, median=-44678486.66, threshold=174312686.77, corrected=129634200.10
[Mitigation in PlayerOptimizationMsgMitigated] Agent 0 -> Partner 3: deviation=204478541.14, median=-44678486.66, threshold=174312686.77, corrected=129634200.10
Mitigated agent 1: deviation=78363513.91, median=26063946.80, weight=0.48, threshold=40515618.67, original=-52299567.10, new=-14451671.86
Mitigated agent 0: deviation=225373347.54, median=26063946.80, weight=0.80, threshold=40515618.67, original=-199309400.74, new=-19010722.70
Mitigated agent 1: deviation=233605245.16, median=25662850.49, weight=0.80, threshold=40514009.77, original=-207942394.67, new=-21058198.54
Mitigated agent 0: deviation=108427292.68, median=25662850.49, weight=0.63, threshold=40514009.77, original=-82764442.18, new=-14851159.27
Mitigated agent 1: deviation=304920400.39, median=-44678486.66, weight=0.43, threshold=174312686.77, original=260241913.72, new=129634200.10
Mitigated agent 3: deviation=204478541.14, median=-44678486.66, weight=0.15, threshold=174312686.77, original=159800054.48, new=129634200.10
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=102816595.26, median=5414070.47, threshold=83659208.07, corrected=-78245137.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=201676369.55, median=31231363.63, threshold=104751942.77, corrected=-73520579.14
Mitigated agent 0: deviation=102816595.26, median=5414070.47, weight=0.19, threshold=83659208.07, original=-97402524.79, new=-78245137.59
Mitigated agent 0: deviation=201676369.55, median=31231363.63, weight=0.48, threshold=104751942.77, original=-170445005.92, new=-73520579.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=110834199.60, median=24304107.36, threshold=101408537.71, corrected=-77104430.35
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=183399204.75, median=-5189324.82, threshold=147732231.64, corrected=142542906.82
Mitigated agent 1: deviation=183399204.75, median=-5189324.82, weight=0.19, threshold=147732231.64, original=178209879.93, new=142542906.82
Mitigated agent 0: deviation=110834199.60, median=24304107.36, weight=0.09, threshold=101408537.71, original=-86530092.24, new=-77104430.35
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=228433589.59, median=-7967118.48, threshold=159893490.30, corrected=151926371.82
Mitigated agent 1: deviation=228433589.59, median=-7967118.48, weight=0.30, threshold=159893490.30, original=220466471.12, new=151926371.82
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=288707347.26, median=-19478334.94, threshold=213598648.77, corrected=194120313.84
Mitigated agent 1: deviation=288707347.26, median=-19478334.94, weight=0.26, threshold=213598648.77, original=269229012.33, new=194120313.84
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=14085480.88, median=17142742.33, threshold=6466940.19, corrected=10675802.14
Mitigated agent 3: deviation=6466940.19, median=17142742.33, weight=0.00, threshold=6466940.19, original=10675802.14, new=10675802.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 3: deviation=6466940.19, median=17142742.33, threshold=6466940.19, corrected=10675802.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=141071819.22, median=-2574117.91, threshold=49654901.87, corrected=-52229019.78
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=67855067.64, median=-2574117.91, threshold=49654901.87, corrected=47080783.96
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=115779436.03, median=-14522460.36, threshold=14723540.08, corrected=8633426.85
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=81728227.67, median=-14522460.36, threshold=14723540.08, corrected=-30868105.89
Mitigated agent 1: deviation=141071819.22, median=-2574117.91, weight=0.65, threshold=49654901.87, original=-143645937.13, new=-52229019.78
Mitigated agent 0: deviation=67855067.64, median=-2574117.91, weight=0.27, threshold=49654901.87, original=65280949.72, new=47080783.96
Mitigated agent 1: deviation=23155887.21, median=-14522460.36, weight=0.36, threshold=14723540.08, original=8633426.85, new=201079.72
Mitigated agent 0: deviation=16345645.53, median=-14522460.36, weight=0.10, threshold=14723540.08, original=-30868105.89, new=-29246000.44
Mitigated agent 0: deviation=79450117.95, median=21883211.53, weight=0.51, threshold=38800605.42, original=-57566906.42, new=-16917393.89
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=45889293.37, median=-94348389.41, threshold=13147384.42, corrected=-81201004.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=127872890.47, median=-22814419.09, threshold=118409285.50, corrected=-141223704.59
Mitigated agent 0: deviation=45889293.37, median=-94348389.41, weight=0.71, threshold=13147384.42, original=-48459096.04, new=-81201004.99
Mitigated agent 0: deviation=127872890.47, median=-22814419.09, weight=0.07, threshold=118409285.50, original=-150687309.57, new=-141223704.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=45889293.37, median=-94348389.41, threshold=13147384.42, corrected=-81201004.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=61999200.23, median=-69009102.52, threshold=33686711.31, corrected=-35322391.21
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=61361152.66, median=-72841689.17, threshold=33686770.46, corrected=-39154918.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=67524159.75, median=-42216599.89, threshold=33686790.88, corrected=-8529809.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=248812918.79, median=-11827352.15, threshold=106229916.67, corrected=94402564.52
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=250256095.26, median=3078893.70, threshold=114439050.04, corrected=117517943.74
Mitigated agent 0: deviation=248812918.79, median=-11827352.15, weight=0.57, threshold=106229916.67, original=236985566.64, new=94402564.52
Mitigated agent 0: deviation=61361152.66, median=-72841689.17, weight=0.45, threshold=33686770.46, original=-11480536.52, new=-39154918.71
Mitigated agent 0: deviation=61999200.23, median=-69009102.52, weight=0.46, threshold=33686711.31, original=-7009902.30, new=-35322391.21
Mitigated agent 0: deviation=67524159.75, median=-42216599.89, weight=0.50, threshold=33686790.88, original=25307559.85, new=-8529809.02
Mitigated agent 0: deviation=250256095.26, median=3078893.70, weight=0.54, threshold=114439050.04, original=253334988.96, new=117517943.74
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=61999200.23, median=-69009102.52, threshold=33686711.31, corrected=-35322391.21
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=61361152.66, median=-72841689.17, threshold=33686770.46, corrected=-39154918.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=328286348.55, median=24054205.73, threshold=173328825.19, corrected=-149274619.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=195005342.11, median=-15679445.25, threshold=56322319.86, corrected=40642874.61
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=268603875.57, median=9447539.60, threshold=86880215.48, corrected=-77432675.89
Mitigated agent 0: deviation=195005342.11, median=-15679445.25, weight=0.71, threshold=56322319.86, original=179325896.86, new=40642874.61
Mitigated agent 0: deviation=86880215.48, median=9447539.60, weight=0.00, threshold=86880215.48, original=-77432675.89, new=-77432675.89
Mitigated agent 0: deviation=221917137.31, median=-22595265.21, weight=0.10, threshold=200803225.93, original=199321872.10, new=178207960.72
Mitigated agent 0: deviation=328286348.55, median=24054205.73, weight=0.47, threshold=173328825.19, original=-304232142.82, new=-149274619.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=75148297.25, median=-81201004.99, threshold=31438412.37, corrected=-49762592.61
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=197489876.72, median=14431319.02, threshold=151527930.68, corrected=-137096611.66
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=190262279.79, median=-26097359.64, threshold=90129296.47, corrected=64031936.84
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=190042769.31, median=-27094546.36, threshold=90129237.33, corrected=63034690.96
Mitigated agent 0: deviation=197489876.72, median=14431319.02, weight=0.23, threshold=151527930.68, original=-183058557.70, new=-137096611.66
Mitigated agent 0: deviation=90129296.47, median=-26097359.64, weight=0.00, threshold=90129296.47, original=64031936.84, new=64031936.84
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=42517990.06, median=4490532.60, threshold=29853022.98, corrected=34343555.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=18828896.55, median=-5121066.21, threshold=1347367.54, corrected=-8886845.52
Mitigated agent 3: deviation=42517990.06, median=4490532.60, weight=0.30, threshold=29853022.98, original=47008522.65, new=34343555.58
Mitigated agent 2: deviation=3765779.31, median=-5121066.21, weight=0.64, threshold=1347367.54, original=-8886845.52, new=-6468433.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=3765779.31, median=-5121066.21, threshold=1347367.54, corrected=-6468433.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=42517990.06, median=4490532.60, threshold=29853022.98, corrected=34343555.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=32729749.10, median=148796145.78, threshold=16972959.52, corrected=131823186.27
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 3: deviation=26275973.11, median=-20397527.80, threshold=8337344.28, corrected=-12060183.52
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=292619980.50, median=-160796794.24, threshold=168913271.10, corrected=8116476.87
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=89076891.52, median=163953201.38, threshold=77173404.88, corrected=86779796.51
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=248076410.03, median=-32895651.98, threshold=229948221.27, corrected=197052569.29
Mitigated agent 0: deviation=248076410.03, median=-32895651.98, weight=0.07, threshold=229948221.27, original=215180758.05, new=197052569.29
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 3: deviation=30700528.90, median=-10207994.93, threshold=29334701.17, corrected=-39542696.10
Mitigated agent 3: deviation=30700528.90, median=-10207994.93, weight=0.04, threshold=29334701.17, original=-40908523.83, new=-39542696.10
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=108624681.09, median=-26230977.85, threshold=81916658.79, corrected=55685680.95
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=230816474.33, median=-199475869.60, threshold=161086611.78, corrected=-38389257.82
Mitigated agent 0: deviation=230816474.33, median=-199475869.60, weight=0.30, threshold=161086611.78, original=31340604.73, new=-38389257.82
Mitigated agent 2: deviation=108624681.09, median=-26230977.85, weight=0.25, threshold=81916658.79, original=82393703.24, new=55685680.95
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=235257795.94, median=25042818.89, threshold=201507264.52, corrected=-176464445.63
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=217675638.14, median=25042818.89, threshold=201507264.52, corrected=226550083.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=49526577.79, median=-9268467.54, threshold=4434725.06, corrected=636848.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 0: deviation=148129056.06, median=-71535685.99, threshold=140040260.24, corrected=68504574.25
Mitigated agent 1: deviation=235257795.94, median=25042818.89, weight=0.14, threshold=201507264.52, original=-210214977.05, new=-176464445.63
Mitigated agent 0: deviation=217675638.14, median=25042818.89, weight=0.07, threshold=201507264.52, original=242718457.04, new=226550083.41
Mitigated agent 2: deviation=49526577.79, median=-9268467.54, weight=0.80, threshold=4434725.06, original=40258110.25, new=636848.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 2: deviation=94891752.20, median=54374355.07, threshold=94240839.53, corrected=-39866484.46
Mitigated agent 2: deviation=94891752.20, median=54374355.07, weight=0.01, threshold=94240839.53, original=-40517397.13, new=-39866484.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 3: deviation=84026039.23, median=-6890226.20, threshold=20173722.24, corrected=13283496.04
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=73813947.06, median=53272440.06, threshold=26184816.55, corrected=27087623.51
Mitigated agent 0: deviation=73813947.06, median=53272440.06, weight=0.65, threshold=26184816.55, original=-20541507.00, new=27087623.51
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=73813947.06, median=53272440.06, threshold=26184816.55, corrected=27087623.51
Mitigated agent 0: deviation=178282990.49, median=31841388.81, weight=0.61, threshold=70265359.17, original=-146441601.68, new=-38423970.36
Mitigated agent 2: deviation=71414683.99, median=-52943822.50, weight=0.80, threshold=8048598.31, original=18470861.49, new=-38660885.70
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=102861124.74, median=1305928.91, threshold=90361170.15, corrected=-89055241.24
Mitigated agent 0: deviation=102861124.74, median=1305928.91, weight=0.12, threshold=90361170.15, original=-101555195.83, new=-89055241.24
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=102861124.74, median=1305928.91, threshold=90361170.15, corrected=-89055241.24
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 2: deviation=132874049.08, median=74723358.65, threshold=103824471.46, corrected=-29101112.81
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=78143131.30, median=39010897.10, threshold=23308731.51, corrected=15702165.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 2: deviation=146178206.08, median=1544605.84, threshold=31396738.65, corrected=-29852132.81
Mitigated agent 2: deviation=146178206.08, median=1544605.84, weight=0.79, threshold=31396738.65, original=-144633600.24, new=-29852132.81
Mitigated agent 0: deviation=78143131.30, median=39010897.10, weight=0.70, threshold=23308731.51, original=-39132234.20, new=15702165.59
